Total_Children,Available_Caregivers,Shelter_Capacity,Emergency_Cases,Average_Stay_Days,Budget,Region,Age_Group,Care_Load
283,56,97,37,177,66347,West,Child,High
226,26,275,37,67,171359,South,Teen,High
114,8,167,12,59,72053,West,Child,Medium
241,10,337,38,162,371200,South,Teen,High
295,42,316,12,86,108688,East,Child,High
250,30,95,11,18,438989,South,Teen,High
138,15,184,32,60,370594,South,Teen,High
287,21,116,27,151,176385,South,Child,High
292,35,62,2,90,455520,West,Child,High
83,39,97,17,30,154816,South,Child,Low
30,20,216,25,96,81403,West,Teen,Low
117,22,221,39,170,425691,North,Child,High
90,66,242,1,40,419222,North,Child,Low
77,31,117,3,150,414798,East,Teen,Low
270,39,137,27,82,126418,East,Teen,High
295,49,269,27,116,480640,West,Teen,High
69,39,245,24,27,372068,South,Teen,Low
235,32,206,25,123,178391,South,Teen,High
71,13,82,1,120,267307,North,Teen,Low
290,19,78,33,146,202250,West,Teen,High
103,25,143,29,26,198893,South,Teen,Medium
145,56,124,20,32,50714,South,Child,Low
91,39,54,36,47,294465,West,Child,Medium
255,55,161,22,80,394472,East,Teen,High
75,59,208,32,22,294539,West,Teen,Low
129,48,174,1,104,179196,West,Teen,Low
211,69,227,26,128,164312,South,Teen,Medium
112,29,113,21,113,122882,North,Teen,Medium
75,51,186,33,40,418486,South,Child,Low
79,60,114,15,129,205196,South,Teen,Low
157,42,282,19,11,136951,South,Teen,Medium
58,15,101,25,27,329655,West,Child,Medium
47,71,252,15,166,104588,West,Teen,Low
68,19,305,5,121,288274,South,Teen,Low
144,5,312,22,118,127567,South,Child,High
32,11,293,36,100,192287,North,Teen,Medium
55,5,275,7,25,192923,East,Teen,Low
120,53,90,5,74,214622,South,Teen,Low
105,77,288,36,179,284676,West,Child,Low
23,33,36,21,57,166867,East,Teen,Low
242,30,217,5,88,368102,East,Teen,Medium
185,49,33,31,110,444394,North,Child,Medium
297,75,260,16,45,249014,East,Child,Medium
149,16,162,37,164,489530,South,Teen,High
50,36,154,16,132,134727,South,Teen,Low
30,24,44,36,146,422900,West,Teen,Medium
115,55,42,22,92,343290,South,Teen,Low
209,40,147,12,107,118260,South,Teen,Medium
211,71,269,31,111,216375,North,Teen,Medium
285,5,292,21,21,235085,East,Teen,High
147,31,35,6,29,135066,North,Child,Low
257,44,349,21,68,269570,East,Child,High
131,18,260,20,90,444417,North,Teen,Medium
164,73,59,5,123,125547,West,Child,Low
84,10,51,13,39,282265,North,Teen,Low
266,37,185,15,41,296404,North,Teen,High
242,59,147,2,59,309708,West,Teen,Medium
125,23,222,8,149,105103,South,Teen,Low
200,33,224,20,160,267214,South,Child,Medium
203,65,197,29,133,455880,West,Teen,Medium
245,74,268,29,57,426152,West,Teen,Medium
284,28,273,31,77,380768,North,Teen,High
297,27,98,22,117,91456,West,Teen,High
108,14,124,2,17,320808,West,Child,Low
195,58,106,0,51,158384,East,Teen,Low
37,45,200,2,164,495750,East,Child,Low
125,53,30,36,32,156229,South,Child,Medium
290,21,91,6,57,378840,West,Teen,High
186,60,236,2,35,191786,North,Teen,Low
32,49,183,35,12,316456,South,Teen,Low
51,34,303,2,76,156691,South,Child,Low
59,48,77,3,128,166936,South,Child,Low
167,78,166,30,102,464061,West,Teen,Medium
237,59,30,1,91,231775,West,Teen,Medium
238,23,264,13,78,85215,North,Child,High
101,33,285,36,105,399708,North,Teen,Medium
227,6,136,30,29,277917,South,Child,High
220,40,202,1,119,152613,West,Child,Medium
57,23,159,30,37,172184,North,Child,Medium
230,11,323,21,139,222150,East,Child,High
268,30,69,9,101,86264,East,Teen,High
246,42,45,29,116,215556,South,Teen,High
67,7,156,32,178,405139,East,Child,Medium
37,70,232,18,100,399001,South,Teen,Low
215,75,163,24,9,429746,West,Child,Medium
206,47,288,0,125,295108,South,Teen,Low
243,66,43,31,114,149976,South,Child,High
248,75,95,24,21,223234,West,Teen,Medium
96,28,224,16,80,400609,North,Teen,Low
207,43,143,13,56,278745,North,Child,Medium
289,72,188,12,144,426788,North,Teen,Medium
114,48,190,37,66,89794,North,Child,Medium
151,9,283,38,167,79237,South,Teen,High
58,59,44,1,25,163742,North,Child,Low
91,34,66,31,89,377438,East,Teen,Medium
179,33,184,31,25,249079,East,Teen,High
206,30,56,39,147,443583,North,Child,High
210,30,41,5,155,63417,East,Child,Medium
139,41,96,24,132,102328,East,Teen,Medium
239,57,59,2,163,187845,West,Teen,Medium
72,34,125,17,58,457421,West,Child,Low
241,7,244,37,30,152116,North,Child,High
150,47,223,2,57,105443,South,Child,Low
256,11,164,4,70,265189,South,Child,High
265,53,319,23,171,497279,West,Teen,High
245,77,61,33,11,97119,West,Teen,High
227,45,68,38,171,345812,South,Teen,High
115,58,235,23,36,263184,North,Teen,Low
219,73,72,35,158,52770,South,Teen,Medium
266,31,288,27,91,243609,South,Teen,High
91,12,278,33,161,225380,East,Child,Medium
204,36,103,15,157,350092,South,Teen,Medium
25,68,348,35,163,163612,West,Child,Low
225,14,325,6,6,493318,North,Child,High
51,17,303,17,179,286055,South,Child,Low
118,67,219,5,79,184678,East,Child,Low
275,39,167,27,33,130214,West,Teen,High
206,65,331,38,131,310490,West,Child,High
95,58,340,33,53,169726,East,Child,Low
196,12,311,28,36,345169,West,Teen,High
274,33,195,3,162,100373,East,Child,Medium
209,45,307,13,19,326532,West,Child,Medium
146,34,55,4,66,394714,West,Teen,Low
273,25,102,24,82,420958,West,Child,High
232,15,144,38,21,343064,West,Teen,High
269,6,80,7,26,478409,East,Teen,High
103,54,200,14,162,309962,South,Teen,Low
32,45,297,18,85,196083,West,Teen,Low
64,70,32,10,148,410027,East,Teen,Low
146,7,239,19,12,474470,East,Child,Medium
133,55,330,35,171,108266,East,Teen,Medium
295,72,144,17,35,167847,South,Teen,Medium
224,29,196,13,16,323250,North,Teen,Medium
292,34,294,37,37,71786,East,Teen,High
77,15,256,24,16,329088,East,Teen,Medium
238,21,180,15,29,386061,East,Child,High
128,30,297,17,170,222236,South,Child,Medium
298,27,145,0,52,257815,West,Teen,High
193,60,117,39,87,471931,South,Child,High
283,56,347,0,59,235323,East,Teen,Medium
130,52,271,0,135,409039,North,Teen,Low
206,24,69,20,129,479025,East,Teen,High
288,6,211,24,73,318988,West,Child,High
248,35,238,26,167,289273,North,Teen,High
175,31,302,9,55,362008,North,Teen,Medium
208,6,148,11,31,257484,South,Child,High
291,8,53,27,169,269939,South,Teen,High
21,17,287,31,148,480390,West,Child,Low
265,39,121,32,29,358077,South,Child,High
229,76,190,7,37,63144,West,Teen,Low
32,70,178,25,66,319793,North,Child,Low
115,10,146,1,149,479861,North,Teen,Low
240,35,82,34,175,233746,North,Child,High
257,14,331,33,34,416099,West,Child,High
113,25,74,5,45,62818,South,Child,Low
288,78,294,30,121,311644,South,Teen,High
190,27,291,22,8,86880,South,Child,High
113,7,336,11,70,372253,East,Teen,Medium
168,36,263,27,64,218405,North,Teen,Medium
131,24,64,14,141,366202,North,Teen,Medium
74,78,226,18,35,497791,East,Child,Low
135,33,54,11,93,468346,North,Child,Low
162,56,231,1,104,207788,North,Teen,Low
220,50,302,10,123,284353,East,Teen,Medium
199,38,65,36,73,343441,North,Teen,High
221,65,252,37,156,331206,South,Teen,High
72,76,306,24,28,79492,East,Teen,Low
199,75,47,20,177,288151,North,Teen,Medium
156,74,217,35,169,136861,South,Child,Medium
201,15,286,8,27,237553,West,Teen,Medium
20,67,171,11,167,256796,North,Teen,Low
63,25,165,9,67,247449,East,Teen,Low
246,7,336,4,122,453783,South,Teen,High
117,14,108,32,118,348950,West,Child,Medium
227,31,321,4,10,412252,West,Child,Medium
284,16,91,15,10,124457,North,Teen,High
290,11,158,36,34,119885,West,Teen,High
159,21,327,36,5,125191,East,Teen,High
256,69,286,28,67,97674,West,Child,High
91,68,241,17,140,130415,North,Child,Low
174,30,83,28,32,355271,West,Child,High
209,19,204,5,93,466718,North,Teen,Medium
287,37,129,17,165,407173,West,Child,High
126,66,68,31,57,253265,South,Teen,Low
251,51,292,30,42,295365,North,Teen,High
61,39,179,10,56,231796,East,Teen,Low
209,69,150,25,82,449456,East,Teen,Medium
158,76,207,27,143,157889,West,Teen,Low
122,29,330,26,134,360688,South,Child,Medium
190,61,149,18,57,459856,West,Child,Medium
292,36,101,26,98,82895,West,Child,High
240,67,248,19,98,420022,South,Teen,Medium
232,16,331,2,11,407531,North,Child,Medium
75,67,152,15,71,324064,East,Teen,Low
121,5,273,38,141,261000,South,Teen,High
211,55,104,28,120,130453,West,Teen,Medium
219,74,35,14,143,211715,North,Child,Medium
252,12,50,29,41,341371,West,Child,High
246,72,219,39,146,335395,North,Child,High
158,9,254,0,151,336382,East,Child,Medium
168,43,132,28,12,110044,East,Teen,Medium
134,27,128,29,139,208795,North,Teen,Medium
82,72,347,39,63,347117,East,Teen,Low
123,56,112,31,127,144292,West,Teen,Medium
175,8,210,9,11,189585,North,Teen,Medium
292,51,181,26,124,486532,West,Child,High
25,25,85,7,7,211297,North,Child,Low
166,60,219,35,71,447595,West,Teen,Medium
203,70,51,34,22,156371,East,Teen,Medium
47,63,97,35,49,192377,South,Teen,Low
57,11,214,35,101,81722,West,Teen,Medium
138,53,39,24,96,305869,North,Teen,Medium
263,20,95,19,168,127684,East,Child,High
87,21,293,16,148,105429,North,Teen,Low
233,79,254,22,83,128437,West,Child,Medium
237,38,152,24,161,276707,North,Child,High
196,37,67,30,63,223548,North,Teen,High
183,30,152,5,150,225325,West,Teen,Medium
77,70,347,34,178,463924,East,Child,Low
288,67,185,3,87,424565,East,Child,Medium
77,45,330,39,161,246035,West,Child,Medium
124,62,96,19,113,339765,East,Teen,Low
247,14,162,0,59,473217,South,Child,Medium
266,19,169,25,159,326364,North,Teen,High
207,46,111,33,139,402374,West,Child,High
102,61,87,9,95,377266,South,Teen,Low
205,21,178,22,87,131757,North,Teen,High
271,64,160,23,130,155385,West,Child,High
257,13,98,12,85,380051,East,Teen,High
203,40,279,28,173,481000,West,Teen,High
229,77,349,26,143,220142,West,Child,Medium
116,40,206,30,9,89150,North,Teen,Medium
227,52,101,9,70,291983,North,Child,Medium
156,55,46,30,115,373406,North,Child,Medium
203,74,189,38,16,159756,South,Child,Medium
95,78,99,9,174,498760,East,Teen,Low
161,72,142,23,110,77161,West,Teen,Low
256,26,261,32,79,202252,West,Child,High
44,10,50,13,142,262473,East,Teen,Low
86,30,164,34,32,330969,West,Child,Medium
269,79,292,33,11,142811,North,Child,High
137,7,140,16,146,444233,West,Child,Medium
92,56,275,20,81,201957,East,Teen,Low
29,78,312,31,65,151351,South,Teen,Low
230,64,37,2,55,96260,South,Teen,Low
171,67,313,14,174,453476,East,Child,Low
24,69,236,7,140,498162,West,Child,Low
214,56,223,31,133,227734,West,Teen,High
132,18,76,37,15,349162,South,Teen,High
290,76,271,25,111,236171,West,Child,High
182,72,39,29,52,243378,South,Child,Medium
124,32,318,8,142,472446,East,Child,Low
200,75,160,31,147,336913,East,Child,Medium
63,14,299,10,107,417839,West,Teen,Low
194,61,331,21,51,216286,North,Teen,Medium
181,70,90,33,157,82492,North,Child,Medium
159,54,193,17,116,375911,South,Child,Low
151,18,42,18,10,270115,East,Teen,Medium
106,20,301,17,15,112473,South,Child,Medium
195,58,237,36,21,428231,East,Child,High
202,47,275,17,147,159015,South,Teen,Medium
148,46,162,11,20,138215,South,Teen,Low
265,26,273,3,60,291495,South,Teen,High
108,72,323,26,70,53687,West,Child,Low
85,23,67,4,168,230207,North,Child,Low
177,70,85,5,87,123400,East,Teen,Low
168,43,348,12,170,383807,South,Teen,Medium
135,77,77,22,79,407153,North,Child,Low
233,23,134,24,131,361848,South,Child,High
272,20,88,3,135,432375,South,Child,High
162,58,106,31,22,457050,East,Teen,Medium
269,29,247,14,93,452137,West,Teen,High
44,22,84,25,98,429392,South,Child,Low
296,27,84,10,21,209645,East,Teen,High
89,15,158,8,118,350020,West,Teen,Low
132,43,114,10,111,316410,West,Teen,Low
131,72,243,1,103,87713,North,Child,Low
110,29,144,26,17,452201,North,Child,Medium
37,67,343,25,67,72068,South,Teen,Low
168,34,322,7,18,140236,North,Child,Medium
246,49,78,20,168,189438,East,Teen,High
233,65,96,20,22,119384,East,Teen,Medium
170,55,304,7,137,80472,North,Child,Low
211,13,158,0,18,184528,East,Teen,Medium
59,6,58,37,29,265750,East,Teen,Medium
261,9,62,12,48,193103,South,Teen,High
157,66,148,8,125,135675,South,Teen,Low
199,73,209,27,43,201098,East,Teen,Medium
219,56,180,5,144,90887,North,Teen,Medium
222,9,162,22,108,209849,East,Child,High
80,63,214,35,66,486146,West,Teen,Low
211,72,163,16,57,182732,West,Child,Medium
24,13,206,8,57,339295,West,Child,Low
256,26,51,11,160,336757,South,Child,High
200,31,270,21,167,115266,North,Child,High
56,14,106,11,122,259816,East,Child,Low
75,65,233,5,69,159020,North,Teen,Low
256,55,33,8,135,366882,North,Teen,Medium
216,14,194,36,47,226849,North,Child,High
92,10,157,2,54,80702,West,Teen,Low
78,66,74,33,141,269450,East,Child,Low
259,9,247,7,40,174188,South,Teen,High
21,74,264,9,27,127263,North,Child,Low
207,67,165,8,78,432957,North,Child,Low
49,60,197,13,54,309751,West,Child,Low
286,63,266,36,59,442455,West,Teen,High
127,67,122,26,129,162225,East,Teen,Low
109,63,34,31,16,410069,South,Child,Low
224,55,185,3,87,440572,South,Child,Medium
239,54,274,1,36,111804,West,Teen,Medium
113,8,110,32,156,142340,East,Teen,High
122,52,276,20,90,325165,North,Child,Low
242,36,166,0,159,167611,East,Child,Medium
205,55,92,10,23,94001,South,Child,Medium
203,56,336,0,55,200164,West,Teen,Low
181,78,145,10,68,472131,North,Child,Low
266,38,142,6,134,496539,North,Teen,Medium
50,40,60,1,168,438976,South,Teen,Low
71,74,36,14,132,156726,North,Child,Low
95,47,32,7,143,232974,East,Teen,Low
297,20,336,25,68,327883,South,Child,High
59,63,272,39,5,385156,South,Child,Low
120,57,85,34,93,63699,North,Teen,Medium
130,23,102,20,30,183876,South,Child,Medium
268,45,39,37,143,492120,West,Teen,High
210,51,90,7,91,497812,East,Teen,Medium
201,58,79,31,6,231065,South,Child,Medium
228,59,151,7,97,88343,West,Teen,Medium
41,23,204,9,172,454991,North,Teen,Low
185,66,30,22,123,303270,South,Child,Medium
118,63,67,3,136,158985,West,Teen,Low
227,69,219,37,84,375156,North,Child,High
27,72,108,29,115,359830,West,Child,Low
209,32,219,22,169,236629,North,Teen,High
194,22,213,4,130,376380,East,Teen,Medium
292,30,96,20,9,226946,South,Child,High
36,23,46,5,147,180025,East,Teen,Low
109,59,345,16,30,168222,East,Child,Low
160,61,325,24,10,81586,South,Teen,Medium
164,10,238,23,127,107009,East,Child,High
185,5,70,21,48,50607,East,Child,High
97,12,144,12,62,278237,West,Teen,Medium
281,55,129,16,85,349530,North,Teen,High
182,29,168,13,50,391769,East,Teen,Medium
33,51,345,33,106,163872,South,Child,Low
258,59,331,25,174,276316,West,Child,High
91,68,323,18,52,496328,North,Teen,Low
162,14,46,25,118,480241,East,Teen,High
288,60,321,2,159,164235,East,Child,Medium
260,16,103,1,24,432444,South,Teen,High
264,37,292,27,119,375636,East,Teen,High
182,75,45,1,167,191295,South,Child,Low
79,21,43,21,80,335087,East,Teen,Medium
25,65,310,6,125,137051,East,Child,Low
216,14,33,3,113,407299,South,Child,Medium
77,35,156,37,72,378431,North,Teen,Medium
236,64,341,38,136,161541,West,Teen,High
45,74,35,19,171,294084,South,Teen,Low
24,21,158,5,153,417993,North,Child,Low
39,54,261,8,70,383024,North,Child,Low
217,41,342,30,148,477189,South,Child,High
78,66,224,25,139,256120,West,Teen,Low
261,76,94,35,87,217727,South,Child,High
165,33,132,25,13,280706,East,Child,Medium
292,36,306,27,21,124158,East,Child,High
268,15,187,4,117,172207,North,Teen,High
33,10,253,9,144,152987,East,Child,Low
32,39,318,17,177,110461,West,Teen,Low
63,37,307,14,124,68658,South,Teen,Low
38,22,211,32,15,172211,West,Child,Medium
82,41,33,4,145,348277,North,Child,Low
258,17,244,36,163,264255,East,Child,High
119,78,246,39,30,437419,East,Teen,Low
182,68,238,21,67,332764,South,Teen,Medium
141,5,103,21,163,480283,West,Teen,Medium
63,67,256,21,26,210747,West,Teen,Low
164,38,122,14,138,248273,South,Child,Medium
69,14,94,16,152,50860,East,Child,Low
84,11,39,27,14,165532,North,Teen,Medium
183,60,332,21,87,339762,North,Teen,Medium
160,41,334,20,167,340060,South,Teen,Medium
147,33,307,16,30,258289,South,Teen,Medium
258,16,115,4,75,394200,South,Teen,High
206,21,55,17,41,399811,West,Teen,High
227,52,247,16,140,72878,East,Teen,Medium
239,30,124,3,137,126960,East,Teen,Medium
209,16,273,6,176,88554,South,Child,Medium
256,25,136,24,130,207868,North,Child,High
213,46,277,36,119,452561,West,Teen,High
278,65,43,39,96,436002,South,Child,High
265,62,190,39,121,173448,West,Child,High
155,58,100,8,53,274094,South,Child,Low
299,38,181,18,40,334728,West,Teen,High
290,11,104,8,30,61598,North,Teen,High
190,39,244,22,49,254933,North,Teen,Medium
178,19,80,30,65,461661,North,Child,High
220,69,172,31,176,355957,North,Teen,Medium
64,29,65,30,136,184802,East,Child,Medium
283,63,196,16,80,61684,East,Teen,High
90,10,265,38,62,416570,West,Teen,High
122,56,289,21,109,215635,South,Child,Low
144,25,221,34,30,453257,East,Teen,High
249,75,231,29,99,496681,South,Child,Medium
165,36,291,39,83,123723,West,Teen,High
216,57,214,36,132,111320,South,Teen,High
240,63,187,25,161,415288,North,Teen,Medium
79,73,275,5,141,344768,North,Child,Low
117,66,139,33,82,257527,East,Teen,Low
190,8,128,31,40,315870,West,Child,High
192,22,270,24,136,307512,East,Child,High
170,60,231,12,63,278324,East,Child,Low
141,28,151,37,169,279635,East,Teen,High
127,70,146,37,128,231465,West,Teen,Medium
23,17,125,1,92,182915,North,Teen,Low
112,66,263,4,85,367073,North,Teen,Low
25,58,96,10,145,246532,East,Teen,Low
125,19,247,10,152,325898,South,Child,Medium
165,73,44,23,21,209925,North,Child,Low
290,7,302,13,55,145324,North,Child,High
115,41,248,29,59,254404,West,Child,Medium
248,41,303,39,165,54567,North,Child,High
221,7,176,34,153,255908,North,Child,High
231,67,181,20,85,374262,East,Teen,Medium
25,39,333,4,154,344294,East,Child,Low
131,56,44,37,157,247863,West,Child,Medium
125,32,113,1,114,306250,West,Child,Low
158,22,221,39,144,409508,South,Child,High
115,40,70,36,147,449678,North,Teen,Medium
233,37,290,33,90,264650,East,Child,High
41,68,338,10,6,77560,East,Teen,Low
212,30,165,35,136,134568,North,Teen,High
169,52,307,10,49,163246,West,Child,Low
266,44,135,8,17,258758,East,Child,Medium
286,21,36,5,59,184443,West,Teen,High
270,44,331,33,164,397493,East,Child,High
22,11,59,36,26,174460,East,Child,Medium
95,61,155,31,93,235084,South,Child,Low
106,12,108,11,59,254228,East,Teen,Medium
289,60,96,31,149,315076,North,Child,High
244,35,52,16,140,464686,North,Teen,High
37,63,218,3,101,59778,North,Teen,Low
132,62,103,32,142,335177,West,Teen,Medium
270,16,34,8,23,191376,East,Child,High
252,52,111,33,132,307589,West,Teen,High
298,35,54,38,146,293933,South,Child,High
221,67,293,29,71,439585,East,Teen,Medium
102,78,31,19,65,457623,North,Child,Low
144,43,307,38,67,52521,South,Child,Medium
194,24,253,22,109,438775,South,Teen,High
88,52,101,34,108,134622,East,Teen,Low
66,75,97,22,143,167257,North,Teen,Low
275,58,349,38,179,164647,West,Child,High
234,79,123,22,138,181855,East,Child,Medium
49,75,48,36,38,92666,North,Child,Low
256,33,157,22,103,197870,South,Teen,High
267,78,111,38,68,255163,East,Child,High
44,77,283,27,91,388447,South,Child,Low
93,52,250,18,85,313247,North,Child,Low
225,78,126,29,70,497259,West,Teen,Medium
113,60,81,20,163,120845,West,Teen,Low
146,21,204,23,87,215011,South,Child,Medium
44,13,211,20,96,386314,South,Teen,Low
135,38,144,25,140,285784,South,Teen,Medium
67,49,30,35,174,324279,East,Teen,Low
245,13,92,25,173,431577,North,Teen,High
285,11,277,32,172,243020,South,Teen,High
118,20,260,35,154,147580,South,Teen,Medium
30,23,255,3,156,398625,South,Teen,Low
104,10,48,8,42,240828,West,Teen,Low
233,15,60,7,134,89404,South,Teen,High
192,65,150,1,129,314733,North,Child,Low
228,46,53,28,45,256639,West,Child,High
83,17,240,22,23,59695,North,Teen,Medium
277,16,190,5,109,262135,West,Teen,High
140,78,284,35,134,317866,West,Teen,Medium
73,24,88,20,96,292778,East,Teen,Low
291,54,143,21,100,99874,West,Child,High
260,40,189,8,66,444057,West,Teen,Medium
262,73,249,33,20,199803,North,Child,High
37,41,198,25,98,437245,North,Child,Low
206,16,41,0,154,50645,South,Child,Medium
163,44,271,35,146,82116,East,Child,Medium
281,58,168,4,120,90983,West,Child,Medium
258,6,126,21,60,79402,East,Child,High
95,54,176,3,69,361302,South,Teen,Low
207,45,211,1,177,348613,East,Teen,Medium
265,49,86,15,58,372720,West,Child,High
149,13,71,15,90,326052,North,Teen,Medium
98,66,228,21,178,110269,East,Child,Low
91,51,60,0,165,92231,West,Teen,Low
282,9,209,14,54,357365,South,Child,High
210,5,31,23,109,455931,West,Child,High
82,48,317,3,26,88398,East,Teen,Low
31,26,167,17,44,112372,West,Child,Low
160,42,134,16,43,347468,West,Teen,Medium
273,23,247,6,109,200410,East,Child,High
62,35,251,9,173,188459,East,Teen,Low
36,71,134,0,72,207247,South,Teen,Low
82,46,156,1,11,80795,West,Teen,Low
272,30,294,21,89,439943,North,Teen,High
27,17,229,31,136,443064,East,Teen,Low
109,62,281,28,80,218501,West,Child,Low
227,22,44,34,95,375249,North,Child,High
137,71,255,16,88,315945,North,Teen,Low
194,7,134,11,158,301393,West,Child,High
95,59,262,23,35,188485,West,Child,Low
120,62,348,29,103,296923,West,Teen,Low
170,67,248,29,56,422519,North,Teen,Medium
289,56,306,19,116,67665,West,Child,High
90,28,290,6,76,408780,East,Teen,Low
199,76,219,37,25,421535,North,Teen,Medium
143,13,227,6,20,58187,East,Teen,Medium
214,41,306,29,20,114989,East,Child,High
247,57,68,11,150,75784,West,Teen,Medium
294,28,191,30,179,361598,East,Child,High
125,25,150,17,60,194877,West,Teen,Medium
40,44,291,1,160,353859,North,Child,Low
83,66,245,32,86,365555,East,Teen,Low
184,74,341,10,82,170451,West,Teen,Low
46,73,78,33,41,92186,South,Teen,Low
167,18,121,15,148,303940,West,Child,Medium
183,46,158,34,64,385255,South,Child,High
243,54,57,32,15,419873,West,Child,High
291,65,177,20,130,285354,South,Child,High
165,8,94,19,70,78093,East,Teen,High
49,76,247,7,130,124625,South,Teen,Low
64,79,80,25,36,276062,East,Child,Low
294,21,334,32,151,72474,East,Child,High
53,61,103,25,60,320298,West,Child,Low
160,52,228,36,9,203136,East,Child,Medium
240,48,221,29,135,302271,North,Child,High
41,49,218,30,160,274494,South,Child,Low
199,37,41,32,94,210470,West,Teen,High
250,35,268,10,98,413810,East,Child,Medium
57,51,110,4,76,224941,South,Child,Low
89,10,299,1,104,59646,South,Child,Low
135,76,319,12,33,109671,North,Teen,Low
258,75,77,17,63,166700,South,Child,Medium
167,38,346,25,29,75391,West,Teen,Medium
28,57,238,24,154,209894,West,Teen,Low
69,18,64,13,101,426203,East,Child,Low
24,20,148,4,105,350016,East,Teen,Low
145,47,94,1,121,125048,West,Child,Low
94,77,344,3,27,210412,South,Teen,Low
184,78,271,11,74,131605,South,Child,Low
297,16,65,10,83,426754,North,Child,High
96,74,281,3,83,426703,East,Teen,Low
156,23,272,8,172,185574,South,Child,Medium
125,45,71,9,102,147772,South,Child,Low
114,57,98,26,18,98020,East,Teen,Low
154,33,136,5,33,311655,West,Teen,Low
87,74,68,14,148,139543,South,Child,Low
166,63,98,30,91,333115,North,Teen,Medium
178,68,209,21,14,239448,South,Child,Medium
182,28,41,5,51,56037,South,Teen,Medium
208,20,233,32,8,231379,North,Teen,High
114,56,65,28,16,419740,West,Teen,Low
200,10,155,20,46,470577,North,Child,High
206,41,92,29,8,326610,North,Child,High
157,8,111,20,88,280372,East,Child,High
149,42,336,35,96,321771,South,Child,Medium
213,45,328,21,96,464809,West,Child,Medium
292,18,63,19,10,101697,South,Teen,High
163,75,269,21,146,73149,West,Child,Low
35,55,126,39,39,66737,North,Teen,Low
264,69,78,10,179,117854,East,Teen,Medium
126,56,175,30,69,488703,North,Teen,Medium
107,34,154,39,151,75314,South,Child,Medium
148,61,218,12,61,347431,East,Teen,Low
23,34,86,17,17,473667,East,Child,Low
114,46,138,21,140,383107,South,Child,Low
228,15,34,16,22,218443,West,Child,High
244,31,53,37,167,205702,East,Child,High
66,28,250,24,91,232308,West,Teen,Low
200,43,344,31,118,345811,West,Child,High
125,76,323,14,30,142214,West,Teen,Low
218,22,39,12,170,75099,East,Teen,High
125,49,194,25,70,147170,North,Child,Medium
299,16,244,10,30,308744,East,Teen,High
279,53,155,12,130,264493,North,Teen,High
127,35,296,32,61,309820,East,Teen,Medium
38,26,309,36,29,389748,North,Child,Medium
190,48,117,37,34,394779,North,Teen,High
214,68,143,0,139,219170,East,Child,Low
31,29,50,38,31,208945,West,Child,Medium
214,55,177,26,143,204630,West,Child,Medium
201,11,274,35,105,241195,North,Child,High
163,10,295,31,140,80518,South,Teen,High
201,28,246,14,15,102763,South,Teen,Medium
49,23,269,30,130,255788,East,Teen,Medium
103,13,261,5,34,109172,East,Child,Low
185,40,261,24,98,263203,East,Teen,Medium
115,44,271,17,120,274330,South,Child,Low
285,28,219,21,19,294849,West,Teen,High
244,52,258,30,39,446966,East,Child,High
61,67,95,35,43,192953,East,Child,Low
265,73,308,8,28,462822,West,Child,Medium
227,57,298,2,12,328963,North,Child,Medium
256,58,238,32,47,142013,East,Teen,High
41,46,45,26,174,209827,South,Child,Low
204,49,326,0,88,75811,South,Teen,Low
261,18,249,8,173,349841,East,Teen,High
60,33,286,4,51,111196,South,Teen,Low
181,10,297,14,30,163100,West,Child,Medium
179,11,258,8,154,461560,North,Child,Medium
108,41,148,27,137,70656,North,Child,Medium
31,57,207,12,147,207454,East,Teen,Low
92,22,49,23,168,212103,East,Child,Medium
95,42,65,9,105,252421,North,Child,Low
220,63,137,21,67,110574,North,Teen,Medium
29,5,218,38,97,107529,East,Child,Medium
245,72,207,21,59,444710,South,Teen,Medium
195,48,125,36,76,461579,East,Teen,High
295,51,344,38,64,202884,West,Teen,High
58,39,49,19,33,463653,East,Child,Low
79,64,193,9,23,156741,East,Child,Low
85,56,126,9,77,146060,East,Teen,Low
143,12,172,25,142,57160,East,Teen,Medium
183,45,91,24,105,222415,East,Child,Medium
178,7,271,27,142,73593,East,Child,High
76,73,267,12,61,181356,South,Teen,Low
97,18,160,14,72,491299,East,Teen,Low
213,30,122,5,91,218923,North,Teen,Medium
34,74,120,11,107,70378,East,Child,Low
31,62,162,18,76,189563,South,Teen,Low
120,44,152,31,133,377644,West,Child,Medium
175,55,147,10,122,378580,North,Teen,Low
144,9,227,37,144,313603,East,Child,High
299,36,311,32,167,456896,East,Teen,High
129,5,30,1,120,69305,North,Child,Medium
165,58,240,14,86,216373,East,Child,Low
235,15,292,35,165,213764,South,Child,High
181,57,241,4,113,220419,East,Child,Low
147,12,116,14,157,198261,West,Child,Medium
169,29,182,9,20,188667,South,Child,Medium
55,44,216,16,140,114370,East,Teen,Low
192,36,90,33,39,314065,West,Teen,High
41,32,314,23,178,153276,North,Teen,Low
225,7,124,9,143,308741,South,Child,High
146,66,303,29,48,52387,East,Child,Medium
236,31,70,2,143,388410,East,Teen,Medium
115,49,176,36,143,392510,North,Child,Medium
183,29,275,2,154,281372,North,Child,Medium
167,65,161,39,89,54825,South,Teen,Medium
37,48,326,4,86,55282,South,Teen,Low
214,50,152,27,106,457085,South,Teen,High
